Merchant_ID,Merchant_Name,Category,City,State
M200836,"Chaudhary, Lalla and Baral",Electronics,Siwan,Rajasthan
M200837,Dugal-Magar,Electronics,Kurnool,Bihar
M200838,Tandon-Vaidya,Grocery,Jamshedpur,Bihar
M200839,Uppal LLC,Travel,Purnia,Sikkim
M200840,"Choudhury, Lalla and Lad",Travel,Ranchi,Odisha
M200841,Saran-Gola,Recharge,Parbhani,Bihar
M200842,"Karan, Manda and Grover",Electronics,Bikaner,Telangana
M200843,Bahl and Sons,Clothing,Nellore,Haryana
M200844,Sachar and Sons,Recharge,Tadepalligudem,Punjab
M200845,Upadhyay-Basak,Education,Buxar,Uttar Pradesh
M200846,Kapadia-Suri,Food Delivery,Kirari Suleman Nagar,Bihar
M200847,"Sule, Balay and Sarraf",Travel,Adoni,Bihar
M200848,Yadav-Dubey,Grocery,Unnao,Mizoram
M200849,"Sama, Wable and Kakar",Education,Tenali,West Bengal
M200850,Balay and Sons,Clothing,Rajkot,Sikkim
M200851,"Ratta, Banik and Iyengar",Travel,Shahjahanpur,Jharkhand
M200852,"Ranganathan, Khanna and De",,Kota,Nagaland
M200853,Banik-Devi,Electronics,Secunderabad,Kerala
M200854,Krishnan-Gade,Grocery,Avadi,Kerala
M200855,"Dada, Kamdar and Toor",Recharge,Nandyal,Odisha
M200856,Mani-Boase,Grocery,Karaikudi,Himachal Pradesh
M200857,"Mannan, Thakur and Bajwa",Food Delivery,Nandyal,Jharkhand
M200858,"Shetty, Zacharia and Manne",Food Delivery,Ghaziabad,Jharkhand
M200859,Banik Ltd,Electronics,Alwar,Rajasthan
M200860,Dhillon Group,Clothing,Bhilai,Arunachal Pradesh
M200861,Vyas PLC,Clothing,Giridih,Chhattisgarh
M200862,Dugar LLC,Food Delivery,Chinsurah,Manipur
M200863,Dayal-Banerjee,Grocery,Mahbubnagar,Sikkim
M200864,"Lanka, Gupta and Taneja",Travel,Ahmednagar,Assam
M200865,Chaudhari and Sons,Recharge,Pallavaram,Kerala
M200866,"Dugar, Reddy and Kota",Clothing,Patiala,Tripura
M200867,"Sule, Trivedi and Dube",Electronics,Bhatpara,Tamil Nadu
M200868,Chad-Walla,Education,Bulandshahr,Telangana
M200869,Dubey Group,Food Delivery,Guntakal,Jharkhand
M200870,"Vohra, Karpe and Reddy",Education,Ahmednagar,Nagaland
M200871,Kannan Ltd,Food Delivery,Pimpri-Chinchwad,Arunachal Pradesh
M200872,"Taneja, Issac and Aggarwal",Food Delivery,Ballia,Punjab
M200873,"Luthra, Barman and Sha",Recharge,Gorakhpur,Tripura
M200874,Bedi-Shukla,Electronics,Mangalore,Uttarakhand
M200875,Kumer-Mammen,Electronics,Jodhpur,Sikkim
M200876,Wadhwa LLC,Food Delivery,Purnia,Uttarakhand
M200877,"Varty, Chauhan and Barad",Electronics,Tirupati,Rajasthan
M200878,Sane-Guha,,Narasaraopet,Nagaland
M200879,Bassi-D’Alia,Clothing,Darbhanga,Arunachal Pradesh
M200880,Som-Dada,Electronics,Ramgarh,Tamil Nadu
M200881,Sidhu LLC,Electronics,Bijapur,Kerala
M200882,Roy and Sons,Travel,Salem,Rajasthan
M200883,Ramanathan and Sons,Travel,Pudukkottai,Sikkim
M200884,Bose-Sem,Grocery,Durg,Maharashtra
M200885,Kar and Sons,Electronics,Srikakulam,Assam
M200886,Chanda-Choudhry,Recharge,Kollam,Uttar Pradesh
M200887,Behl-Bhargava,Recharge,Vadodara,Uttarakhand
M200888,Chawla PLC,Recharge,Dehri,Karnataka
M200889,"Zacharia, Solanki and Dugal",,Nadiad,Uttar Pradesh
M200890,"Master, Goswami and Chatterjee",Electronics,Ongole,Tripura
M200891,"Chakrabarti, Gala and Bera",Recharge,Motihari,Assam
M200892,"Banerjee, Jaggi and Chopra",Grocery,Vasai-Virar,Tripura
M200893,"Malhotra, Lad and Aurora",Recharge,Katihar,Odisha
M200894,Swamy-Mammen,Food Delivery,Bidhannagar,Goa
M200895,Subramanian-Mand,Recharge,Ozhukarai,Gujarat
M200896,Balay-Raman,Electronics,Thiruvananthapuram,Bihar
M200897,Amble Ltd,Food Delivery,Karaikudi,Himachal Pradesh
M200898,Vohra Ltd,Electronics,Tumkur,Jharkhand
M200899,Kannan PLC,Food Delivery,Kozhikode,Sikkim
M200900,"Kanda, Bora and Tiwari",Education,Nadiad,Haryana
M200901,"Chowdhury, Dada and Maharaj",Education,Berhampore,Sikkim
M200902,Basu-Suresh,Education,Nanded,Maharashtra
M200903,Chauhan-Gaba,Education,Sri Ganganagar,West Bengal
M200904,Devan-Gopal,Clothing,Nizamabad,Meghalaya
M200905,Kaur and Sons,Recharge,Ozhukarai,Chhattisgarh
M200906,Bail Ltd,Food Delivery,Baranagar,Tripura
M200907,Sankar Inc,Grocery,Shivpuri,Maharashtra
M200908,Golla-Halder,Grocery,Naihati,Haryana
M200909,Mangat LLC,Grocery,Hajipur,Rajasthan
M200910,Gupta-Khatri,Food Delivery,Sangli-Miraj & Kupwad,Assam
M200911,"Chacko, Yogi and Yogi",Education,Vasai-Virar,Manipur
M200912,"Kohli, Salvi and Ganesan",Education,Varanasi,Haryana
M200913,"Saxena, Swaminathan and Shroff",Food Delivery,Avadi,Goa
M200914,"Iyengar, Apte and Ravel",Grocery,Delhi,Manipur
M200915,Kulkarni-Shankar,Education,Coimbatore,Tripura
M200916,"Sampath, Chaudry and Vohra",Education,Rohtak,Jharkhand
M200917,Bala Ltd,Grocery,Ranchi,Tamil Nadu
M200918,Reddy-Chatterjee,Electronics,Varanasi,Jharkhand
M200919,"Khanna, Tandon and Zacharia",Electronics,Dhule,Punjab
M200920,Borra Ltd,Clothing,Kota,Uttarakhand
M200921,Krish LLC,Travel,Salem,Manipur
M200922,"Uppal, Balakrishnan and Chakraborty",Clothing,Uluberia,Assam
M200923,"Ahuja, Dhar and Kuruvilla",Travel,Ahmedabad,Odisha
M200924,Dhillon and Sons,Food Delivery,Jaipur,Uttar Pradesh
M200925,Wadhwa Inc,Recharge,Rajahmundry,Himachal Pradesh
M200926,Sarna LLC,Education,Bathinda,Kerala
M200927,Khosla-Gour,Travel,Bilaspur,Maharashtra
M200928,"Chowdhury, Rastogi and Ganesh",Education,Deoghar,Telangana
M200929,Dugar-Batra,Education,Amravati,Goa
M200930,Chakraborty-Sankar,Clothing,Pondicherry,Uttar Pradesh
M200931,"Viswanathan, Banerjee and Rajagopalan",Food Delivery,Rohtak,Odisha
M200932,Mangal-Garg,Food Delivery,Bardhaman,Mizoram
M200933,Ravi-Sheth,Education,Bareilly,Manipur
M200934,Dewan-Karnik,Food Delivery,Jalandhar,Maharashtra
M200935,Malhotra Inc,Recharge,Gandhidham,Telangana
M200936,Tiwari-Shukla,Education,Saharanpur,Haryana
M200937,Handa and Sons,Recharge,Bharatpur,Maharashtra
M200938,"Khalsa, Kulkarni and Lal",Electronics,Faridabad,Chhattisgarh
M200939,Grover-Gara,Clothing,Dhanbad,Maharashtra
M200940,Setty-Kapadia,Recharge,Srikakulam,Maharashtra
M200941,Kapur and Sons,Grocery,Ongole,Gujarat
M200942,"Dugal, Samra and Das",Education,Hapur,Assam
M200943,Chadha and Sons,,Parbhani,Kerala
M200944,Bajaj Group,Food Delivery,Muzaffarpur,Mizoram
M200945,Manne and Sons,Electronics,Kavali,Madhya Pradesh
M200946,Savant-Shroff,Clothing,Alappuzha,Himachal Pradesh
M200947,"Kulkarni, Sharma and Sengupta",Clothing,Belgaum,Jharkhand
M200948,"Banerjee, Gara and Badami",Recharge,Avadi,Karnataka
M200949,Vala-Korpal,Recharge,Pune,Telangana
M200950,"Kakar, Kata and Madan",Electronics,Mysore,Tripura
M200951,Kapoor-Verma,Electronics,Moradabad,Odisha
M200952,Lalla LLC,Electronics,Mango,Uttar Pradesh
M200953,Thaker-Bahl,Grocery,Bahraich,Kerala
M200954,"Shetty, Chadha and Iyer",Electronics,South Dumdum,Andhra Pradesh
M200955,Hans-Dewan,Food Delivery,Ambattur,Manipur
M200956,Chauhan-Cheema,Recharge,Jodhpur,Tamil Nadu
M200957,Kapadia Ltd,Grocery,Cuttack,Tamil Nadu
M200958,Gupta PLC,Education,Madanapalle,Sikkim
M200959,Saxena-Choudhury,Travel,Mangalore,Karnataka
M200960,"Anne, Karan and Sachdev",Electronics,Bhind,Uttar Pradesh
M200961,"Dayal, Iyer and Badal",Electronics,Thoothukudi,Assam
M200962,Chad-Bhakta,Travel,Kishanganj,Karnataka
M200963,Bhavsar Inc,Clothing,Kanpur,Assam
M200964,Tata-Saraf,,Nandyal,Kerala
M200965,"Dora, Uppal and Kata",Recharge,Erode,Uttar Pradesh
M200966,"Bala, Sibal and Bahl",Clothing,Raipur,Rajasthan
M200967,"Kunda, Malhotra and Rana",Food Delivery,Sasaram,Gujarat
M200968,"Soni, Sankar and Lad",,Munger,Maharashtra
M200969,Jha-Kant,Clothing,Serampore,Andhra Pradesh
M200970,Sheth PLC,Travel,Bhusawal,Bihar
M200971,"Krishna, Som and Bhatia",Recharge,Satna,Andhra Pradesh
M200972,Sridhar-Khurana,Travel,Alwar,Jharkhand
M200973,"Mahajan, Seshadri and Bawa",Clothing,Guwahati,West Bengal
M200974,Raju-Subramaniam,Electronics,Ujjain,Bihar
M200975,Kakar-Halder,Education,Saharsa,Nagaland
M200976,Joshi PLC,Grocery,Mirzapur,Jharkhand
M200977,Bhardwaj-Madan,Grocery,Phusro,Andhra Pradesh
M200978,Goda-Ramanathan,Education,Gulbarga,Madhya Pradesh
M200979,"Varghese, Shere and Dora",Food Delivery,Tezpur,Madhya Pradesh
M200980,"Swaminathan, Din and Chawla",Food Delivery,Sambalpur,Odisha
M200981,Tank-Varughese,Travel,Navi Mumbai,Karnataka
M200982,"Sachdeva, Cherian and Sood",Clothing,Jamnagar,Himachal Pradesh
M200983,Sabharwal Ltd,Travel,Panipat,Jharkhand
M200984,Chatterjee Group,Education,Motihari,Karnataka
M200985,"Jayaraman, Choudhary and Kulkarni",Education,Raebareli,Uttar Pradesh
M200986,Reddy Inc,Grocery,Bettiah,Andhra Pradesh
M200987,"Kibe, Zacharia and Thakur",Clothing,Bhind,Tripura
M200988,Sandhu-Tella,Food Delivery,Agartala,Karnataka
M200989,Deshpande PLC,Travel,Patna,Assam
M200990,"Reddy, Ram and Varty",Grocery,Gwalior,Nagaland
M200991,"Sachdeva, Sem and Gara",Education,Aligarh,Punjab
M200992,"Baral, Goswami and Saini",Electronics,Dibrugarh,Tamil Nadu
M200993,Bansal Group,Education,Tumkur,Madhya Pradesh
M200994,Anand-Salvi,Grocery,Udaipur,Uttarakhand
M200995,Tata Ltd,Grocery,Amravati,Kerala
M200996,"Raval, Chanda and Jaggi",Grocery,Kalyan-Dombivli,Punjab
M200997,"Mand, Choudhury and Bala",Travel,Gurgaon,Assam
M200998,Srivastava LLC,Travel,Shahjahanpur,Haryana
M200999,Dey-Balakrishnan,Recharge,Faridabad,Chhattisgarh
M201000,Sathe and Sons,Grocery,Yamunanagar,Meghalaya
M201001,"Sankaran, Chakraborty and Kuruvilla",Recharge,Coimbatore,Mizoram
M201002,"Banerjee, Sibal and Mannan",Travel,Aizawl,Himachal Pradesh
M201003,Swamy LLC,Education,Kochi,Uttar Pradesh
M201004,"Sastry, Iyer and Toor",Clothing,Uluberia,Sikkim
M201005,Kadakia-Rau,Electronics,Hubli–Dharwad,Kerala
M201006,Varughese-Kibe,Electronics,Siliguri,West Bengal
M201007,Ganesh-Gandhi,Electronics,Navi Mumbai,Tamil Nadu
M201008,Luthra and Sons,Electronics,Saharsa,Chhattisgarh
M201009,Brar and Sons,Grocery,Bangalore,Uttarakhand
M201010,Sengupta-Deo,Clothing,Kishanganj,Tripura
M201011,"Dave, Sanghvi and Varghese",Grocery,Khandwa,Gujarat
M201012,"Suresh, Hora and Rattan",,Sasaram,Andhra Pradesh
M201013,"Virk, Gopal and Vig",Clothing,Bhind,Tamil Nadu
M201014,Shanker and Sons,Electronics,Korba,Uttar Pradesh
M201015,Dalal Group,Clothing,Kanpur,Gujarat
M201016,"Savant, Chand and Shan",Clothing,Vijayawada,Punjab
M201017,"Sahota, Sandal and Wagle",Electronics,Tirunelveli,Andhra Pradesh
M201018,"Sharaf, Bawa and Dhar",Education,Nagaon,Madhya Pradesh
M201019,"Sami, Sachdeva and Salvi",Electronics,Nanded,Mizoram
M201020,"Bansal, Goel and Mani",Electronics,Noida,Andhra Pradesh
M201021,"Dani, Balay and Jain",Grocery,Karnal,Goa
M201022,Mand PLC,Travel,Guwahati,Maharashtra
M201023,"Vasa, Zachariah and Andra",Travel,Ludhiana,Sikkim
M201024,"Lal, Rao and Rana",Electronics,Bhubaneswar,Himachal Pradesh
M201025,Vasa Group,Grocery,Korba,Tripura
M201026,Banik-Batta,Grocery,Ahmednagar,Tripura
M201027,Varghese-Rana,Travel,Rajpur Sonarpur,Punjab
M201028,"Kala, Vyas and Chadha",Grocery,Tezpur,Uttar Pradesh
M201029,Kulkarni-Chaudhuri,Travel,Bhimavaram,Andhra Pradesh
M201030,Wable PLC,Food Delivery,Amaravati,Rajasthan
M201031,"Iyer, Ramachandran and Ghose",Grocery,Berhampur,Madhya Pradesh
M201032,"Saha, Kalla and Chandra",Travel,Gopalpur,Arunachal Pradesh
M201033,Saraf LLC,Recharge,Rourkela,Telangana
M201034,Solanki LLC,Recharge,Vijayawada,Jharkhand
M201035,"Barad, Ganesan and Date",Clothing,Narasaraopet,Uttar Pradesh
M201036,Tailor-Rau,Travel,Bongaigaon,Odisha
M201037,Sundaram Group,,Khandwa,Maharashtra
M201038,Sundaram PLC,Electronics,Baranagar,Karnataka
M201039,"Rastogi, Anand and Borah",Food Delivery,Lucknow,Telangana
M201040,Som-Mahajan,,Berhampore,Arunachal Pradesh
M201041,Gaba Group,Travel,Raipur,Madhya Pradesh
M201042,Sathe Ltd,Food Delivery,Guna,Maharashtra
M201043,Setty and Sons,Clothing,Ulhasnagar,Uttarakhand
M201044,"Johal, Chaudry and Chanda",Electronics,Thiruvananthapuram,Punjab
M201045,"Sant, Shan and Master",Electronics,Siwan,Madhya Pradesh
M201046,Basak-Manne,Grocery,Coimbatore,Sikkim
M201047,"Malhotra, Badal and Maharaj",Travel,Gandhidham,Bihar
M201048,Bala-Dora,Clothing,Bidhannagar,Odisha
M201049,"Borra, Dasgupta and Gokhale",Electronics,Kulti,Mizoram
M201050,"Vaidya, Sem and Kadakia",Food Delivery,Kozhikode,Bihar
M201051,Raval-Khare,Recharge,Panvel,Andhra Pradesh
M201052,Saha-Chada,Travel,Kumbakonam,Assam
M201053,Sanghvi-Mandal,Recharge,Anantapur,Madhya Pradesh
M201054,Sabharwal Group,Travel,Bidhannagar,Nagaland
M201055,"Chawla, Vyas and Thakkar",Travel,Malegaon,Goa
M201056,Tella-Dugar,Clothing,Warangal,Gujarat
M201057,"Andra, Vora and Wason",Grocery,Nagaon,Gujarat
M201058,"Chatterjee, Arora and Sarraf",Food Delivery,Ludhiana,Himachal Pradesh
M201059,"Ahluwalia, Chakrabarti and Lalla",Grocery,Singrauli,Tripura
M201060,Tella PLC,,Buxar,Meghalaya
M201061,Hora and Sons,Electronics,Madhyamgram,Chhattisgarh
M201062,Choudhury PLC,Grocery,Mau,Arunachal Pradesh
M201063,"Char, Savant and Luthra",Grocery,Bokaro,Himachal Pradesh
M201064,"Tata, Choudhury and Thaman",Recharge,Bhalswa Jahangir Pur,Goa
M201065,"Kade, Verma and Varma",Clothing,Bhilai,Goa
M201066,"Jha, Sankaran and Sule",Travel,Nanded,Madhya Pradesh
M201067,Khatri Ltd,Recharge,Rourkela,Sikkim
M201068,Ramaswamy-Dua,Travel,Karawal Nagar,Kerala
M201069,Tripathi Group,Recharge,Tumkur,Haryana
M201070,Tiwari-Goel,Grocery,Aurangabad,Bihar
M201071,"Chaudhuri, Bhatti and Desai",Recharge,Bikaner,Uttar Pradesh
M201072,Ghosh-Yogi,Education,Parbhani,Uttarakhand
M201073,"Chatterjee, Vora and Randhawa",Education,Anand,Maharashtra
M201074,Dara-Shenoy,,Dhule,Kerala
M201075,"Kara, Varughese and Wason",Clothing,Sikar,Nagaland
M201076,"Brahmbhatt, Agate and Ram",Travel,Mathura,Tripura
M201077,Char Group,Grocery,Miryalaguda,Bihar
M201078,Balasubramanian-Varty,Grocery,Anand,Kerala
M201079,Tata LLC,Clothing,Sonipat,Rajasthan
M201080,Choudhry-Kale,Grocery,Mangalore,Tamil Nadu
M201081,Sami and Sons,Food Delivery,Farrukhabad,Uttar Pradesh
M201082,Tak-Kala,Recharge,Amroha,Gujarat
M201083,Bava-Wable,Education,South Dumdum,Chhattisgarh
M201084,Guha-Grewal,Electronics,Sikar,Chhattisgarh
M201085,Trivedi LLC,Grocery,Pune,Chhattisgarh
M201086,"Ravel, Sanghvi and Jaggi",Recharge,Nellore,Punjab
M201087,"Deshpande, Ray and Singh",Clothing,Ratlam,Uttarakhand
M201088,Mani-Barman,Clothing,Vijayawada,Assam
M201089,Krishnamurthy Ltd,Electronics,Ahmednagar,Kerala
M201090,Dass Group,Clothing,Karawal Nagar,Haryana
M201091,Roy-Dar,Electronics,Bhilai,Chhattisgarh
M201092,"Deshmukh, Kale and Korpal",Electronics,Bhiwandi,Kerala
M201093,"Mallick, Iyengar and Zachariah",Food Delivery,Kishanganj,West Bengal
M201094,"Kapadia, Dhaliwal and Soni",Recharge,Begusarai,Tamil Nadu
M201095,"Dixit, Sura and Sen",Electronics,Patna,Himachal Pradesh
M201096,Kale-Dey,Grocery,Chinsurah,Haryana
M201097,Gour Ltd,Recharge,Latur,Odisha
M201098,"Raval, Varkey and Shetty",Grocery,Amravati,Odisha
M201099,Badal-Ahluwalia,Grocery,Mehsana,Karnataka
M201100,"Kohli, Sachdeva and Shan",Travel,Raurkela Industrial Township,Nagaland
M201101,Viswanathan PLC,Clothing,Bhilai,Tamil Nadu
M201102,Sibal LLC,Recharge,Berhampore,Telangana
M201103,"Varkey, Dube and Varughese",Recharge,Raichur,Bihar
M201104,Gola-Ganguly,Education,Patna,Odisha
M201105,Thaman Group,Clothing,Eluru,Himachal Pradesh
M201106,Kata and Sons,Recharge,Pudukkottai,Kerala
M201107,Lal and Sons,Grocery,Siwan,Chhattisgarh
M201108,"Varughese, Bhatnagar and Dhawan",Grocery,Anantapur,Odisha
M201109,"Sahni, Subramanian and Desai",Clothing,Bhagalpur,Tripura
M201110,Char-Ghose,Clothing,Pudukkottai,Haryana
M201111,Ghosh and Sons,Recharge,Pali,Chhattisgarh
M201112,Sur LLC,Education,Pallavaram,Madhya Pradesh
M201113,"Lata, Balakrishnan and Ganguly",Education,Silchar,Assam
M201114,Amble-Boase,Recharge,Raurkela Industrial Township,Himachal Pradesh
M201115,"Uppal, Barman and Shah",Recharge,Sambalpur,Sikkim
M201116,Karpe-Rau,Travel,Kavali,Mizoram
M201117,Mangat-Baria,Clothing,Silchar,Goa
M201118,Ramachandran Group,Electronics,Hapur,Haryana
M201119,"Deo, Kannan and Dhawan",Electronics,Akola,Maharashtra
M201120,Venkatesh LLC,,Aurangabad,Haryana
M201121,"Singhal, Luthra and Trivedi",Food Delivery,Hubli–Dharwad,Rajasthan
M201122,"Gara, Sastry and Choudhary",Electronics,Jorhat,Bihar
M201123,"Sur, Bhat and Viswanathan",Food Delivery,Malegaon,Uttarakhand
M201124,Rout-Loke,Food Delivery,Kalyan-Dombivli,Andhra Pradesh
M201125,Luthra Inc,Recharge,Arrah,Nagaland
M201126,"Soman, Madan and Madan",Grocery,South Dumdum,Rajasthan
M201127,Bava-Sandhu,Recharge,Anantapur,Andhra Pradesh
M201128,Vyas-Dass,Education,Tirupati,Uttar Pradesh
M201129,"Wali, Dara and Tata",Grocery,Ghaziabad,Nagaland
M201130,Shah-Hora,Electronics,Machilipatnam,Rajasthan
M201131,"Raj, Apte and Chanda",Travel,Satara,Odisha
M201132,Ben-Loyal,Education,Bhiwandi,Rajasthan
M201133,"Warrior, Raja and Bansal",Grocery,Gaya,Andhra Pradesh
M201134,Singh Group,Travel,Firozabad,Odisha
M201135,"Kaul, Savant and Chokshi",Clothing,Cuttack,Manipur
M201136,"Saini, Edwin and Kade",Food Delivery,Unnao,Bihar
M201137,"Virk, Sami and Zachariah",Travel,Alwar,Rajasthan
M201138,Chander LLC,Food Delivery,Srikakulam,Assam
M201139,"Kant, Keer and Jhaveri",Travel,Bathinda,Madhya Pradesh
M201140,"Gandhi, Sathe and Loke",Travel,Tiruvottiyur,Sikkim
M201141,Bal-Behl,Electronics,Saharsa,Andhra Pradesh
M201142,Mander-Solanki,Clothing,Agartala,Uttar Pradesh
M201143,"Bawa, Sarna and Viswanathan",Grocery,Jamalpur,Tripura
M201144,Sama-Sani,Clothing,Kakinada,Jharkhand
M201145,Zachariah and Sons,Travel,Nagercoil,Assam
M201146,"Lalla, Bora and Vora",Recharge,Loni,Bihar
M201147,"Shenoy, Babu and Kota",Travel,Thoothukudi,Himachal Pradesh
M201148,"Bera, Vora and Chana",Recharge,Kollam,Goa
M201149,Basu Group,Electronics,Eluru,Tripura
M201150,"Bedi, Sura and Bajaj",,Raiganj,Karnataka
M201151,Cheema-Gola,Clothing,Narasaraopet,Assam
M201152,Chaudry Inc,Travel,Nellore,Karnataka
M201153,"Kapadia, Kamdar and Ramachandran",Food Delivery,Bhimavaram,Sikkim
M201154,Dhillon-Vyas,Travel,Hindupur,Arunachal Pradesh
M201155,"Lall, Mani and Wason",Food Delivery,Bokaro,Bihar
M201156,Raj Group,Food Delivery,Kumbakonam,Punjab
M201157,"Wadhwa, Khalsa and Sahni",Clothing,Khandwa,West Bengal
M201158,Sani-Gala,Electronics,Aligarh,Uttarakhand
M201159,Bhagat-Goswami,Clothing,Karawal Nagar,Telangana
M201160,Bassi-Bajaj,Education,Muzaffarpur,Goa
M201161,Sunder-Varughese,Education,Amaravati,Arunachal Pradesh
M201162,Kade-Agrawal,Clothing,Bhilai,Assam
M201163,Sampath-Ramanathan,Food Delivery,Bally,Uttarakhand
M201164,Boase and Sons,Travel,Madurai,Uttarakhand
M201165,"Bhatia, Virk and Konda",Food Delivery,Arrah,Bihar
M201166,Kaur Group,Recharge,Ujjain,Uttarakhand
M201167,Keer Group,Recharge,Solapur,Nagaland
M201168,"Kalla, De and Gupta",Electronics,Avadi,Telangana
M201169,Korpal-Kara,Food Delivery,Tiruchirappalli,Haryana
M201170,Trivedi-Sodhi,Grocery,Chandrapur,Assam
M201171,Ravi Group,Recharge,Malda,Maharashtra
M201172,Datta LLC,Education,Salem,Madhya Pradesh
M201173,"Varty, Kumer and Tandon",Electronics,Nashik,Assam
M201174,Borde Group,Recharge,Parbhani,Maharashtra
M201175,Mahal Group,Travel,Hospet,Punjab
M201176,Sheth-Sankar,Clothing,Kota,Andhra Pradesh
M201177,"Srinivas, Kashyap and Bhagat",Grocery,Tirupati,Meghalaya
M201178,"Dada, Mani and Mangal",Grocery,Baranagar,Arunachal Pradesh
M201179,Badal Ltd,Electronics,Phusro,Andhra Pradesh
M201180,Talwar-Taneja,Travel,Jamnagar,Sikkim
M201181,Dar Inc,Clothing,Aurangabad,Gujarat
M201182,Bhasin Ltd,Education,Rajkot,Odisha
M201183,Kala-Barman,Travel,Aligarh,Meghalaya
M201184,"Bahl, Chad and Chad",Recharge,Kota,Tripura
M201185,"Cheema, Maharaj and Divan",Recharge,South Dumdum,Nagaland
M201186,"Yadav, Mangat and Mahajan",Clothing,Ulhasnagar,Tamil Nadu
M201187,Lanka LLC,Recharge,Guwahati,Karnataka
M201188,D’Alia LLC,Clothing,Vijayanagaram,Kerala
M201189,"Choudhry, Srivastava and Luthra",Education,Coimbatore,West Bengal
M201190,Guha-Sarraf,Food Delivery,Ambarnath,Assam
M201191,Shenoy PLC,Grocery,Phagwara,Assam
M201192,"Guha, Madan and Talwar",Education,Jaunpur,Madhya Pradesh
M201193,"Hora, Chaudry and Deol",Education,Shimoga,Punjab
M201194,Basu-Datta,Education,Varanasi,Kerala
M201195,Chandran-Sankar,Food Delivery,Bhagalpur,Assam
M201196,Biswas and Sons,Grocery,Mumbai,Chhattisgarh
M201197,"Dubey, Goda and Kohli",Food Delivery,Indore,Tripura
M201198,Deol-Sunder,Education,Bhalswa Jahangir Pur,Uttar Pradesh
M201199,Kannan-Dhawan,Clothing,Srinagar,Uttarakhand
M201200,Dayal Ltd,Travel,Gurgaon,West Bengal
M201201,Babu-Iyer,Food Delivery,Maheshtala,Goa
M201202,"Kaur, Barad and Kibe",Food Delivery,Kolkata,Nagaland
M201203,Ramakrishnan Inc,Education,Phagwara,Maharashtra
M201204,Das Group,Recharge,Varanasi,West Bengal
M201205,Bhargava PLC,Food Delivery,Burhanpur,Assam
M201206,Bhatia-Vala,Recharge,Muzaffarpur,Uttarakhand
M201207,Verma Inc,Education,Davanagere,Bihar
M201208,"Tak, Gola and Desai",Recharge,Kurnool,Bihar
M201209,"Chaudry, Barman and Sem",Recharge,Ramagundam,Sikkim
M201210,Borra PLC,Clothing,Rampur,Chhattisgarh
M201211,Wadhwa-Khatri,Clothing,Chapra,West Bengal
M201212,"Lall, Banik and Grover",Education,Jhansi,Himachal Pradesh
M201213,"Kuruvilla, Mander and Shenoy",Electronics,Bharatpur,Karnataka
M201214,"Thaker, Amble and Mander",Food Delivery,Bulandshahr,Maharashtra
M201215,Chokshi-Sibal,Travel,Aizawl,Karnataka
M201216,Sangha Ltd,Travel,Secunderabad,Nagaland
M201217,"Master, Raju and Trivedi",Grocery,Jammu,Andhra Pradesh
M201218,"Ranganathan, Goyal and Mander",Electronics,Ichalkaranji,Mizoram
M201219,"Ghose, Saha and Dara",Travel,Kirari Suleman Nagar,Tamil Nadu
M201220,"Das, Ghosh and Dani",Education,Howrah,Nagaland
M201221,Wable Inc,Electronics,Jamshedpur,Andhra Pradesh
M201222,Deo Inc,Electronics,Ambarnath,Sikkim
M201223,Kamdar-Sengupta,Grocery,Akola,Arunachal Pradesh
M201224,Varty Inc,Food Delivery,Haridwar,Goa
M201225,"Sur, Lall and Desai",Travel,Bareilly,Goa
M201226,Ranganathan and Sons,Food Delivery,Bhopal,Tripura
M201227,Lad Group,Education,Lucknow,Chhattisgarh
M201228,Yohannan Ltd,Clothing,Rajpur Sonarpur,Telangana
M201229,Tank Group,Travel,Imphal,Arunachal Pradesh
M201230,"Thakur, Das and Datta",Travel,Chittoor,Rajasthan
M201231,"Sarna, Cheema and Varkey",Recharge,Ozhukarai,Arunachal Pradesh
M201232,Das-Choudhary,Grocery,Ujjain,Madhya Pradesh
M201233,"Arya, Chander and Tata",Food Delivery,Aizawl,Nagaland
M201234,Dyal Group,Grocery,Jhansi,Mizoram
M201235,"Iyengar, Tandon and Bhardwaj",Education,Ratlam,Meghalaya
M201236,Singh-Dixit,Clothing,Bhubaneswar,Jharkhand
M201237,"Devi, Venkatesh and Sant",Recharge,Sasaram,Telangana
M201238,"Gole, Badami and Kumer",Education,Indore,Odisha
M201239,Bhalla Group,Food Delivery,Buxar,Karnataka
M201240,Karan LLC,Grocery,Gudivada,Rajasthan
M201241,"Keer, Bhatt and Kuruvilla",Clothing,Ghaziabad,Sikkim
M201242,Lalla Inc,Clothing,Karawal Nagar,Assam
M201243,"Saini, Dhar and Arora",Recharge,Farrukhabad,Odisha
M201244,Srinivasan and Sons,Food Delivery,Hapur,Goa
M201245,Datta-Baria,Electronics,Nellore,Madhya Pradesh
M201246,"Hora, Aurora and Swamy",Education,Orai,Chhattisgarh
M201247,Savant-Dhillon,,Karaikudi,Tripura
M201248,"Jhaveri, Comar and Sampath",Electronics,Raichur,Himachal Pradesh
M201249,"Joshi, Sane and Kaur",Recharge,Ongole,Sikkim
M201250,Deshmukh Inc,Education,Miryalaguda,Haryana
M201251,Gole and Sons,Education,Anantapuram,Meghalaya
