Transaction_ID,User_ID,Merchant_ID,Amount,Payment_Mode,Transaction_Status,Transaction_Type,Transaction_Date,Location
T318693,U102467,M201630,15.18,Intent,Success,P2P,2024-11-30 19:18:34,Bongaigaon
T318694,U106104,M200542,203.12,QR Code,Success,P2P,2024-08-03 09:03:43,Satara
T318695,U105819,M200155,663.46,UPI,Success,P2M,2024-01-03 14:16:35,Raichur
T318696,U100163,M200887,795.03,QR Code,Success,P2P,2024-10-16 04:00:51,Mangalore
T318697,U106922,M200751,843.18,UPI,Success,P2P,2024-05-23 17:47:45,Bihar Sharif
T318698,U103634,M200063,19.06,Intent,Success,P2M,2024-12-19 11:47:56,Chapra
T318699,U104733,M200420,88.79,UPI,Success,P2P,2024-10-08 16:59:33,Bangalore
T318700,U103663,M200322,2119.45,UPI,Failed,P2M,2024-03-23 10:07:44,Anand
T318701,U103254,M201132,84.47,Intent,Success,P2M,2024-12-11 11:01:59,Gwalior
T318702,U103381,M201486,119.77,UPI,Success,P2P,2024-03-11 15:47:51,Ramgarh
T318703,U102064,M201603,811.32,Intent,Success,P2P,2024-11-03 16:34:28,Bhiwandi
T318704,U106589,M200546,249.97,AutoPay,Success,P2M,2024-03-16 01:24:25,Katni
T318705,U104265,M200250,61.83,Intent,Success,P2P,2024-10-23 13:50:46,Vijayanagaram
T318706,U103984,M200865,66.82,UPI,Success,P2P,2024-04-26 00:15:25,Jorhat
T318707,U103887,M200509,43.75,QR Code,Success,P2M,2024-09-06 05:14:48,Bhubaneswar
T318708,U100339,M201571,99.63,Intent,Success,P2M,2024-11-26 10:49:42,Kishanganj
T318709,U104821,M200440,343.57,Intent,Success,P2P,2024-09-09 19:37:19,Vijayanagaram
T318710,U103781,M200453,7.59,Intent,Success,P2M,2024-06-01 15:32:34,Bilaspur
T318711,U103590,M200643,62.29,Intent,Success,P2M,2024-10-27 13:13:51,Bardhaman
T318712,U101933,M200816,1188.24,QR Code,Pending,P2M,2024-03-08 09:44:09,Bhilai
T318713,U105130,M201757,1046.09,Intent,Success,P2M,2024-01-31 10:34:04,Surat
T318714,U101645,M200678,895.12,QR Code,Failed,P2P,2024-09-01 16:08:23,Shahjahanpur
T318715,U104228,M200273,612.57,QR Code,Success,P2M,2024-07-24 20:20:33,Hosur
T318716,U102687,M200059,541.65,Intent,Success,P2P,2024-07-13 05:56:29,Hazaribagh
T318717,U104918,M200341,161.15,UPI,Success,P2M,2024-12-15 05:22:03,Uluberia
T318718,U105049,M201417,203.98,AutoPay,Success,P2P,2024-02-27 22:28:10,Pali
T318719,U102126,M200112,134.46,QR Code,Success,P2P,2024-03-09 16:01:01,Siwan
T318720,U104441,M201244,1963.91,UPI,Success,P2M,2024-01-25 13:18:52,Bhiwandi
T318721,U104704,M201814,502.98,AutoPay,Success,P2P,2024-04-21 08:08:17,Bhimavaram
T318722,U100638,M200067,1687.29,Intent,Success,P2P,2024-04-16 13:27:37,Bhilwara
T318723,U105143,M201338,158.58,UPI,Success,P2M,2024-07-04 01:57:31,Nizamabad
T318724,U105590,M200466,485.39,AutoPay,Success,P2P,2024-12-21 14:41:47,Panipat
T318725,U101224,M200857,711.38,UPI,Success,P2P,2024-06-08 18:27:46,Rajkot
T318726,U106274,M200262,49.77,Intent,Success,P2M,2024-12-06 22:22:12,Ozhukarai
T318727,U103705,M201804,549.75,AutoPay,Success,P2M,2024-05-08 22:37:33,Srikakulam
T318728,U106499,M201154,92.61,UPI,Success,P2P,2024-04-19 19:09:09,Kirari Suleman Nagar
T318729,U103910,M200423,198.81,AutoPay,Success,P2M,2024-01-09 14:22:24,Anantapuram
T318730,U104245,M201290,629.66,Intent,Success,P2P,2024-10-06 20:28:57,Katni
T318731,U101549,M200719,289.97,UPI,Success,P2P,2024-11-08 20:36:31,Panihati
T318732,U105423,M201235,1270.18,QR Code,Success,P2M,2024-12-25 16:39:45,Hospet
T318733,U105660,M200562,138.01,AutoPay,Success,P2M,2024-09-24 11:44:42,Bhalswa Jahangir Pur
T318734,U104145,M200982,83.49,AutoPay,Success,P2P,2024-12-28 20:16:21,Dehradun
T318735,U106607,M200918,205.62,AutoPay,Success,P2M,2024-08-14 02:11:17,Hajipur
T318736,U101505,M200287,955.01,AutoPay,Success,P2M,2024-08-06 04:51:06,Ahmedabad
T318737,U106598,M200424,940.05,AutoPay,Success,P2M,2024-01-04 20:08:29,Mehsana
T318738,U104430,M200553,230.47,AutoPay,Success,P2M,2024-06-21 07:23:14,Aurangabad
T318739,U101375,M200758,829.95,Intent,Success,P2M,2024-10-10 07:23:25,Tirupati
T318740,U100667,M201957,40.49,UPI,Pending,P2M,2024-03-07 01:54:58,Nandyal
T318741,U105768,M201730,3.82,QR Code,Success,P2P,2024-08-27 22:16:38,Hapur
T318742,U102374,M200243,1000.52,AutoPay,Success,P2M,2024-12-23 10:27:37,Khora 
T318743,U104090,M201735,1036.02,QR Code,Success,P2P,2024-10-19 22:12:53,Miryalaguda
T318744,U101015,M201893,77.39,UPI,Success,P2P,2024-02-16 09:57:16,Jalna
T318745,U100335,M201656,176.71,UPI,Success,P2M,2024-11-23 20:30:01,Dindigul
T318746,U104761,M200999,950.55,UPI,Success,P2P,2024-06-25 18:24:40,Nellore
T318747,U100080,M201357,43.74,QR Code,Success,P2P,2024-03-21 04:35:56,Anantapuram
T318748,U102134,M200327,994.23,Intent,Success,P2P,2024-12-22 22:16:03,Guna
T318749,U101799,M200714,427.46,AutoPay,Success,P2M,2024-01-11 20:11:24,Suryapet
T318750,U100257,M201129,535.42,UPI,Success,P2M,2024-03-08 09:36:58,Bahraich
T318751,U105086,M201785,451.71,QR Code,Failed,P2M,2024-03-15 22:54:01,Proddatur
T318752,U100184,M201910,436.77,AutoPay,Success,P2P,2024-06-21 18:59:03,Gangtok
T318753,U105811,M201961,102.32,AutoPay,Success,P2P,2024-03-11 18:16:47,Kalyan-Dombivli
T318754,U106841,M201962,134.63,UPI,Success,P2M,2024-12-22 18:36:20,Raichur
T318755,U100122,M200800,433.81,QR Code,Success,P2P,2024-09-02 19:03:33,Kozhikode
T318756,U104700,M201102,256.59,UPI,Success,P2M,2024-01-01 12:43:43,Jalgaon
T318757,U106658,M201188,389.67,UPI,Success,P2M,2024-03-27 12:07:14,Medininagar
T318758,U104999,M201869,146.09,UPI,Success,P2M,2024-10-24 22:01:59,Bahraich
T318759,U103514,M200630,311.65,UPI,Success,P2M,2024-08-17 22:22:33,Bhagalpur
T318760,U105633,M201080,77.39,AutoPay,Success,P2M,2024-03-15 04:42:57,Morena
T318761,U106077,M200959,19.58,AutoPay,Success,P2M,2024-09-20 03:20:14,Gandhinagar
T318762,U101394,M200959,1509.16,AutoPay,Success,P2M,2024-11-08 07:53:58,Madhyamgram
T318763,U102352,M201211,641.97,UPI,Success,P2M,2024-05-07 04:53:12,Shahjahanpur
T318764,U103219,M201075,344.64,AutoPay,Success,P2P,2024-03-21 15:41:41,Bilaspur
T318765,U101308,M201095,400.38,Intent,Success,P2P,2024-01-11 10:12:12,Raichur
T318766,U106800,M200752,357.87,QR Code,Failed,P2M,2024-03-16 03:34:09,Giridih
T318767,U105961,M200323,1145.38,UPI,Success,P2M,2024-03-07 07:38:19,Anand
T318768,U103944,M201635,742.81,UPI,Failed,P2M,2024-12-05 23:44:53,Vadodara
T318769,U101941,M201361,196.63,AutoPay,Pending,P2M,2024-09-02 02:10:26,Sri Ganganagar
T318770,U106405,M200154,123.07,UPI,Success,P2M,2024-02-04 19:14:03,Aurangabad
T318771,U105693,M200058,34.42,QR Code,Success,P2M,2024-07-29 17:56:41,Motihari
T318772,U100490,M201298,79.96,AutoPay,Failed,P2P,2024-06-11 03:08:08,Katihar
T318773,U106881,M201794,336.73,QR Code,Success,P2M,2024-03-06 14:37:15,Ghaziabad
T318774,U101054,M200200,113.18,Intent,Success,P2P,2024-02-09 14:05:14,Noida
T318775,U100701,M200294,187.27,QR Code,Success,P2M,2024-11-30 22:50:13,Amritsar
T318776,U102934,M201345,71.55,AutoPay,Pending,P2P,2024-10-01 00:16:46,Katni
T318777,U105387,M201352,1280.77,UPI,Success,P2M,2024-11-10 08:34:10,Arrah
T318778,U106155,M201975,17.15,QR Code,Success,P2M,2024-11-18 09:51:55,Chandrapur
T318779,U105310,M201413,216.79,UPI,Success,P2M,2024-02-04 18:06:30,Gudivada
T318780,U105519,M200997,149.31,Intent,Success,P2M,2024-05-06 09:56:06,Ozhukarai
T318781,U105656,M201307,4.17,Intent,Success,P2P,2024-02-14 05:39:57,Gurgaon
T318782,U106037,M201199,1319.71,Intent,Success,P2P,2024-12-30 01:43:22,Gopalpur
T318783,U106234,M200609,188.15,Intent,Success,P2P,2024-05-20 18:55:40,Imphal
T318784,U104695,M200348,348.85,UPI,Success,P2P,2024-11-30 16:18:58,Sasaram
T318785,U105905,M201455,436.86,QR Code,Pending,P2P,2024-04-25 08:46:27,Amravati
T318786,U106444,M200962,471.42,AutoPay,Success,P2M,2024-06-14 03:57:46,Rajpur Sonarpur
T318787,U101134,M201717,308.33,UPI,Success,P2M,2024-06-10 10:59:35,Jalna
T318788,U100079,M200381,450.49,Intent,Success,P2P,2024-09-24 11:21:10,Ozhukarai
T318789,U100835,M201295,696.68,UPI,Success,P2P,2024-09-24 06:11:14,Gangtok
T318790,U100651,M200491,1519.21,Intent,Success,P2M,2024-04-27 17:42:28,Saharanpur
T318791,U106576,M201570,535.07,QR Code,Success,P2M,2024-04-19 11:54:22,Maheshtala
T318792,U100416,M200330,310.16,QR Code,Success,P2M,2024-12-03 19:32:58,Muzaffarpur
T318793,U105566,M200874,294.04,AutoPay,Success,P2M,2024-06-06 07:35:44,Bally
T318794,U106161,M201622,618.69,Intent,Success,P2P,2024-08-09 18:45:08,Khora 
T318795,U105173,M200157,493.14,QR Code,Success,P2M,2024-11-02 03:14:15,Nagaon
T318796,U105999,M200431,272.7,QR Code,Success,P2P,2024-05-13 23:59:44,Kharagpur
T318797,U103680,M201348,204.65,QR Code,Success,P2M,2024-11-14 02:11:06,Amritsar
T318798,U103866,M201139,2491.65,QR Code,Success,P2M,2024-08-27 10:39:04,Kamarhati
T318799,U100745,M201543,727.92,AutoPay,Success,P2M,2024-12-31 19:47:48,Ahmednagar
T318800,U102002,M200618,115.82,UPI,Success,P2P,2024-04-04 04:33:13,Firozabad
T318801,U100239,M200618,172.78,AutoPay,Pending,P2P,2024-05-18 00:35:39,Indore
T318802,U102893,M200625,1120.69,QR Code,Success,P2M,2024-05-31 07:24:22,Firozabad
T318803,U101944,M200434,540.63,UPI,Success,P2M,2024-09-25 03:26:01,Aurangabad
T318804,U106561,M201545,186.08,Intent,Success,P2M,2024-09-13 13:29:08,Chandrapur
T318805,U100855,M200795,226.44,AutoPay,Success,P2P,2024-07-27 22:37:41,Noida
T318806,U103515,M200931,238.14,UPI,Success,P2P,2024-07-23 18:43:35,Khammam
T318807,U102646,M200571,103.08,AutoPay,Success,P2M,2024-10-13 23:05:29,Satara
T318808,U105892,M200265,357.87,AutoPay,Success,P2M,2024-02-19 01:11:51,Bathinda
T318809,U105867,M201421,725.3,QR Code,Success,P2P,2024-05-18 18:43:59,Mango
T318810,U103194,M200101,415.13,UPI,Success,P2P,2024-09-28 16:15:36,Hindupur
T318811,U104515,M201086,533.47,Intent,Pending,P2M,2024-05-27 09:15:31,Hapur
T318812,U106359,M200996,452.41,UPI,Success,P2P,2024-03-18 08:48:42,Solapur
T318813,U104804,M201710,30.35,UPI,Success,P2M,2024-11-22 11:43:08,Jalgaon
T318814,U102598,M200708,104.16,QR Code,Success,P2M,2024-09-09 20:32:31,Vasai-Virar
T318815,U105763,M201014,215.66,UPI,Success,P2M,2024-01-21 16:16:38,Dehri
T318816,U101353,M200823,1100.17,Intent,Success,P2P,2024-06-26 17:40:57,Bongaigaon
T318817,U102035,M201925,214.39,AutoPay,Success,P2P,2024-09-27 07:55:58,Jalgaon
T318818,U102880,M201534,198.09,QR Code,Success,P2M,2024-02-07 17:26:57,Belgaum
T318819,U100679,M200221,42.01,QR Code,Success,P2M,2024-12-28 10:51:40,Moradabad
T318820,U100486,M200914,1789.19,UPI,Success,P2M,2024-08-18 15:00:06,Allahabad
T318821,U103620,M200435,753.78,UPI,Success,P2M,2024-01-05 06:31:02,Naihati
T318822,U103650,M201213,726.06,AutoPay,Success,P2M,2024-01-12 12:28:35,Visakhapatnam
T318823,U104718,M200639,242.02,UPI,Success,P2M,2024-05-27 19:17:21,Nagercoil
T318824,U101438,M200944,40.81,QR Code,Success,P2M,2024-12-06 01:28:50,Nagpur
T318825,U104314,M200333,152.94,UPI,Success,P2M,2024-07-05 19:36:46,Mathura
T318826,U106864,M200906,958.32,QR Code,Success,P2P,2024-02-05 09:19:06,Orai
T318827,U106524,M201581,99.41,Intent,Success,P2P,2024-01-11 10:25:43,Bharatpur
T318828,U106230,M201604,1123.34,QR Code,Success,P2P,2024-02-08 22:43:32,Jalgaon
T318829,U101484,M201324,383.67,QR Code,Failed,P2M,2024-01-04 03:15:18,Bangalore
T318830,U106958,M200350,626.82,QR Code,Success,P2M,2024-08-03 03:41:17,Bally
T318831,U106554,M201899,302.24,AutoPay,Success,P2P,2024-04-04 15:58:20,Tiruppur
T318832,U100690,M200569,1346.4,Intent,Success,P2M,2024-08-15 01:11:02,Ahmednagar
T318833,U106125,M201951,136.99,QR Code,Success,P2M,2024-06-30 21:18:01,North Dumdum
T318834,U101012,M200727,424.82,UPI,Success,P2M,2024-07-11 13:26:56,Patiala
T318835,U106668,M200114,35.81,UPI,Success,P2M,2024-03-03 08:34:25,Gudivada
T318836,U104542,M201545,327.37,QR Code,Success,P2M,2024-04-27 13:43:10,Eluru
T318837,U102347,M200908,1800.7,UPI,Success,P2M,2024-10-16 18:13:43,Eluru
T318838,U106551,M200366,46.13,UPI,Success,P2M,2024-05-21 00:23:58,Bhusawal
T318839,U103708,M201292,353.34,AutoPay,Success,P2P,2024-07-24 11:17:05,Anand
T318840,U104470,M200803,461.04,Intent,Success,P2P,2024-05-10 02:07:57,Silchar
T318841,U106376,M201109,1342.26,UPI,Success,P2M,2024-09-25 11:13:49,Bhopal
T318842,U101922,M200895,176.49,Intent,Failed,P2P,2024-09-19 03:45:09,Avadi
T318843,U100637,M200968,349.52,UPI,Success,P2M,2024-05-05 19:43:16,Panipat
T318844,U105866,M200377,2178.99,QR Code,Success,P2P,2024-05-15 20:12:19,Haldia
T318845,U106793,M201170,732.71,QR Code,Success,P2P,2024-06-03 00:04:22,Etawah
T318846,U103008,M201011,831.46,Intent,Success,P2P,2024-10-16 06:37:44,Bikaner
T318847,U102233,M200117,758.23,Intent,Success,P2P,2024-03-10 08:42:44,Lucknow
T318848,U102125,M201013,362.04,Intent,Success,P2M,2024-11-15 23:15:45,Bhopal
T318849,U105600,M201158,284.89,Intent,Success,P2M,2024-02-18 07:32:10,Raurkela Industrial Township
T318850,U103457,M200526,147.06,QR Code,Success,P2M,2024-12-07 14:45:43,Shahjahanpur
T318851,U104289,M201872,313.65,UPI,Success,P2M,2024-11-28 02:35:57,Morbi
T318852,U103174,M200813,10.36,QR Code,Pending,P2M,2024-11-06 04:12:44,Gaya
T318853,U103688,M200205,51.08,Intent,Success,P2M,2024-08-13 01:45:18,Silchar
T318854,U101399,M201256,169.32,AutoPay,Success,P2M,2024-07-10 13:02:53,Bhopal
T318855,U102334,M200815,202.95,UPI,Success,P2M,2024-10-16 23:02:52,Munger
T318856,U101505,M200065,614.67,QR Code,Success,P2P,2024-12-17 01:38:20,Kirari Suleman Nagar
T318857,U105842,M201997,94.13,AutoPay,Success,P2M,2024-09-22 04:43:17,Gopalpur
T318858,U100249,M200003,794.26,UPI,Success,P2P,2024-04-02 21:36:13,Mahbubnagar
T318859,U105320,M200002,806.73,QR Code,Success,P2P,2024-11-01 14:14:38,Ambattur
T318860,U100535,M201282,442.2,UPI,Success,P2M,2024-09-25 13:41:19,Anantapur
T318861,U103532,M201738,338.14,AutoPay,Success,P2M,2024-05-27 19:42:38,Serampore
T318862,U106443,M200324,314.99,Intent,Success,P2P,2024-05-26 05:40:25,Naihati
T318863,U103549,M201263,272.83,UPI,Success,P2M,2024-04-22 20:39:38,Bhilai
T318864,U105202,M200604,46.37,Intent,Success,P2P,2024-01-21 19:05:20,Erode
T318865,U106952,M200795,532.75,QR Code,Success,P2M,2024-05-30 00:14:45,Navi Mumbai
T318866,U100457,M200534,430.54,QR Code,Success,P2P,2024-05-15 23:53:18,Kumbakonam
T318867,U102738,M201821,7.95,UPI,Success,P2M,2024-04-12 23:08:02,Sambhal
T318868,U103369,M201341,113.26,UPI,Success,P2P,2024-06-09 10:31:44,Gandhidham
T318869,U105483,M200598,286.64,AutoPay,Success,P2M,2024-04-19 04:01:51,Chittoor
T318870,U106861,M201074,1157.87,Intent,Success,P2M,2024-06-20 12:49:53,Rourkela
T318871,U104135,M201832,2316.72,UPI,Success,P2M,2024-12-09 13:40:20,Akola
T318872,U103696,M201493,695.81,UPI,Success,P2M,2024-04-01 09:36:16,Kozhikode
T318873,U103411,M200831,691.83,UPI,Success,P2P,2024-07-04 03:03:16,Ratlam
T318874,U105635,M201066,268.31,UPI,Success,P2P,2024-07-13 08:34:38,Firozabad
T318875,U104069,M201227,423.09,UPI,Success,P2P,2024-07-12 17:28:04,Ghaziabad
T318876,U106251,M200346,132.52,UPI,Success,P2M,2024-11-23 16:34:18,Amroha
T318877,U103387,M201081,670.0,AutoPay,Success,P2M,2024-06-02 15:48:25,Shimla
T318878,U103185,M200058,30.82,UPI,Success,P2P,2024-01-09 07:13:00,Gangtok
T318879,U103238,M200679,270.0,AutoPay,Success,P2M,2024-04-08 22:46:57,Bhubaneswar
T318880,U100260,M201709,890.0,Intent,Success,P2M,2024-09-24 14:45:43,Unnao
T318881,U105737,M200510,1952.51,Intent,Success,P2M,2024-02-27 23:58:44,Aligarh
T318882,U101247,M201341,596.28,AutoPay,Success,P2P,2024-03-13 22:00:44,Durgapur
T318883,U103333,M201456,109.87,UPI,Success,P2M,2024-08-28 03:54:09,Yamunanagar
T318884,U103322,M201395,423.23,QR Code,Success,P2P,2024-10-13 09:19:10,Muzaffarnagar
T318885,U102573,M200206,411.07,QR Code,Success,P2M,2024-08-12 09:56:50,Chittoor
T318886,U106853,M200110,1687.25,UPI,Success,P2P,2024-10-17 03:48:31,Amravati
T318887,U100125,M200022,916.87,UPI,Success,P2P,2024-11-04 11:01:53,Ratlam
T318888,U101229,M201451,25.13,UPI,Failed,P2M,2024-05-26 06:05:46,Gangtok
T318889,U103211,M201768,124.29,Intent,Success,P2M,2024-04-27 22:46:02,Bilaspur
T318890,U103133,M201963,922.34,UPI,Success,P2M,2024-01-03 05:48:06,Visakhapatnam
T318891,U101306,M200786,1796.28,Intent,Success,P2M,2024-01-06 21:46:22,Pune
T318892,U102101,M201707,174.55,AutoPay,Success,P2P,2024-12-24 01:54:40,Madurai
T318893,U106489,M201034,586.77,QR Code,Success,P2P,2024-01-24 00:44:13,Karnal
T318894,U100135,M200571,183.94,Intent,Success,P2M,2024-01-24 02:15:29,Bhilai
T318895,U102377,M201957,20.98,Intent,Success,P2M,2024-11-08 14:12:26,Bidar
T318896,U101459,M201767,884.45,QR Code,Success,P2P,2024-09-24 17:43:50,Ramagundam
T318897,U104231,M200746,671.33,Intent,Success,P2M,2024-06-10 00:49:50,Belgaum
T318898,U100812,M200514,27.39,Intent,Success,P2M,2024-07-27 00:54:52,Patiala
T318899,U100851,M200143,78.6,UPI,Pending,P2M,2024-08-25 18:45:37,Vasai-Virar
T318900,U101744,M200991,3834.4,QR Code,Success,P2M,2024-08-26 14:41:03,Mau
T318901,U101938,M201765,526.0,Intent,Success,P2M,2024-08-21 12:01:21,Srikakulam
T318902,U100870,M201544,805.8,AutoPay,Success,P2M,2024-11-29 22:24:39,Raiganj
T318903,U105568,M200808,246.02,UPI,Success,P2M,2024-05-15 00:12:10,Dehri
T318904,U100634,M200293,365.16,QR Code,Success,P2M,2024-09-23 14:02:59,Ambala
T318905,U105747,M200324,483.64,AutoPay,Success,P2P,2024-07-29 22:58:32,Durgapur
T318906,U100668,M200192,820.0,QR Code,Success,P2P,2024-03-01 22:53:54,Kurnool
T318907,U101293,M201314,206.93,QR Code,Failed,P2P,2024-05-18 17:08:46,Kolhapur
T318908,U103088,M201662,557.77,QR Code,Success,P2P,2024-06-06 11:04:48,Shimla
T318909,U100268,M201442,747.29,Intent,Success,P2P,2024-05-10 19:42:38,Bhilwara
T318910,U100860,M200459,817.72,QR Code,Success,P2P,2024-09-02 11:55:49,Pudukkottai
T318911,U100481,M201071,345.82,QR Code,Success,P2M,2024-03-19 04:42:06,Allahabad
T318912,U103290,M201130,320.62,QR Code,Success,P2M,2024-07-02 15:34:23,Gaya
T318913,U103390,M201287,55.2,Intent,Success,P2M,2024-05-13 13:44:24,Siliguri
T318914,U101261,M201276,344.3,UPI,Success,P2M,2024-07-12 21:55:33,Panihati
T318915,U102332,M201562,605.22,Intent,Success,P2P,2024-08-02 19:36:56,Tadepalligudem
T318916,U100102,M201544,1266.55,Intent,Success,P2M,2024-10-05 03:34:06,Bhubaneswar
T318917,U103794,M201755,66.88,Intent,Success,P2M,2024-07-09 06:33:31,Korba
T318918,U105549,M201181,1735.04,QR Code,Success,P2P,2024-05-01 05:28:59,Siwan
T318919,U104887,M200525,133.33,UPI,Success,P2M,2024-11-22 03:27:16,Sasaram
T318920,U105773,M200918,96.71,AutoPay,Success,P2M,2024-06-28 12:18:56,Kochi
T318921,U104334,M200028,60.81,QR Code,Success,P2M,2024-07-17 19:26:19,Howrah
T318922,U106884,M200537,2309.45,AutoPay,Success,P2M,2024-08-13 14:32:15,Rajahmundry
T318923,U102692,M201749,411.65,AutoPay,Success,P2P,2024-01-12 16:48:39,Aurangabad
T318924,U105684,M200142,157.77,UPI,Success,P2M,2024-11-09 17:39:08,Motihari
T318925,U103671,M200626,191.02,UPI,Success,P2P,2024-10-15 12:47:45,Sambalpur
T318926,U100881,M200840,1500.59,Intent,Success,P2M,2024-11-27 09:12:33,Karaikudi
T318927,U106750,M200217,1151.13,AutoPay,Success,P2M,2024-05-03 19:04:23,Aurangabad
T318928,U102235,M200592,215.38,Intent,Success,P2P,2024-08-01 23:57:51,Mehsana
T318929,U104983,M200712,32.85,AutoPay,Success,P2P,2024-04-10 05:57:58,Dewas
T318930,U105375,M200066,896.45,Intent,Success,P2M,2024-01-11 03:44:54,Amaravati
T318931,U103034,M200760,1229.16,UPI,Success,P2P,2024-10-20 18:23:18,Arrah
T318932,U105019,M200143,908.64,AutoPay,Success,P2M,2024-04-10 03:49:07,Loni
T318933,U104889,M201164,1220.8,AutoPay,Success,P2P,2024-10-29 23:13:14,Hapur
T318934,U102577,M201369,428.9,UPI,Success,P2M,2024-03-08 13:14:35,Khora 
T318935,U100675,M200464,915.23,AutoPay,Failed,P2P,2024-10-14 14:59:07,Adoni
T318936,U102439,M200095,1440.42,Intent,Success,P2P,2024-06-17 19:02:28,Barasat
T318937,U101681,M200407,1103.2,Intent,Success,P2P,2024-03-18 08:49:30,Jamshedpur
T318938,U105587,M201141,442.37,AutoPay,Success,P2M,2024-01-03 15:42:18,Gulbarga
T318939,U105945,M201853,686.26,AutoPay,Success,P2P,2024-09-27 17:14:09,Saharsa
T318940,U101276,M201720,638.81,Intent,Success,P2M,2024-04-22 00:49:06,Hazaribagh
T318941,U104767,M200803,812.19,UPI,Success,P2M,2024-10-17 11:55:01,South Dumdum
T318942,U103247,M201467,129.94,UPI,Success,P2M,2024-08-21 18:14:58,Indore
T318943,U106609,M200756,1.09,Intent,Success,P2M,2024-12-02 21:25:47,Nashik
T318944,U104934,M201403,356.57,UPI,Success,P2P,2024-01-09 11:26:07,Kollam
T318945,U103648,M200712,725.26,UPI,Pending,P2M,2024-10-15 17:49:30,Sikar
T318946,U101312,M200277,66.84,AutoPay,Success,P2M,2024-01-31 07:54:46,Pudukkottai
T318947,U101073,M200360,380.49,QR Code,Success,P2M,2024-01-09 02:13:22,Katihar
T318948,U104099,M201393,188.74,Intent,Success,P2M,2024-05-15 15:35:08,Pondicherry
T318949,U101654,M201645,910.82,QR Code,Success,P2M,2024-05-27 00:57:03,Kirari Suleman Nagar
T318950,U106995,M200211,52.82,Intent,Success,P2P,2024-10-19 18:47:20,Amaravati
T318951,U106004,M201282,941.59,UPI,Success,P2M,2024-01-29 03:23:09,Raichur
T318952,U103747,M201699,471.79,UPI,Success,P2M,2024-11-23 02:47:48,Anantapur
T318953,U104088,M201120,1259.41,AutoPay,Success,P2P,2024-02-29 14:58:19,Chennai
T318954,U101893,M201233,1371.53,AutoPay,Success,P2P,2024-07-12 15:46:06,Pallavaram
T318955,U106018,M201571,827.42,UPI,Failed,P2P,2024-06-16 07:54:23,Warangal
T318956,U101285,M200777,377.63,AutoPay,Success,P2M,2024-09-27 06:36:32,Belgaum
T318957,U100534,M201635,76.9,AutoPay,Success,P2P,2024-01-17 02:17:55,Visakhapatnam
T318958,U103447,M200020,127.72,Intent,Success,P2M,2024-01-14 10:00:01,Mumbai
T318959,U105180,M200728,270.43,AutoPay,Success,P2M,2024-05-23 12:39:20,Unnao
T318960,U101379,M201456,652.86,UPI,Success,P2P,2024-06-03 19:21:45,Bidar
T318961,U100645,M200615,393.57,UPI,Failed,P2P,2024-01-24 19:21:22,Serampore
T318962,U100023,M200370,288.4,UPI,Success,P2P,2024-05-21 06:35:06,Katihar
T318963,U105412,M201416,324.6,AutoPay,Success,P2M,2024-01-27 17:07:59,Kadapa
T318964,U104652,M200623,676.4,AutoPay,Success,P2P,2024-02-19 14:33:40,Bhilwara
T318965,U106834,M201242,17.48,QR Code,Success,P2M,2024-04-12 05:58:34,Ramagundam
T318966,U104451,M201527,292.26,UPI,Success,P2M,2024-01-03 16:14:38,Kakinada
T318967,U106103,M200631,425.14,AutoPay,Failed,P2M,2024-03-01 01:13:21,Aizawl
T318968,U104965,M200760,444.23,QR Code,Success,P2P,2024-02-22 13:25:35,Jamalpur
T318969,U104670,M200846,482.07,UPI,Success,P2P,2024-09-26 13:45:45,Gudivada
T318970,U104124,M200947,27.47,UPI,Success,P2M,2024-01-29 17:47:04,Karaikudi
T318971,U106500,M201119,408.16,UPI,Success,P2M,2024-12-26 23:08:53,Chinsurah
T318972,U100364,M201455,399.86,Intent,Success,P2M,2024-02-26 04:49:44,Jammu
T318973,U102655,M200187,965.01,UPI,Success,P2M,2024-12-16 06:23:06,Chandigarh
T318974,U100408,M200500,713.72,UPI,Success,P2P,2024-04-29 17:21:23,Tinsukia
T318975,U101314,M200875,15.86,QR Code,Success,P2M,2024-12-09 11:14:22,Ramagundam
T318976,U106710,M200374,405.87,UPI,Success,P2P,2024-10-10 23:34:27,Ratlam
T318977,U105272,M200433,587.12,Intent,Success,P2M,2024-07-02 04:49:07,Amritsar
T318978,U100218,M201446,433.92,AutoPay,Success,P2P,2024-06-26 05:06:27,Guntakal
T318979,U106316,M201167,564.08,UPI,Success,P2P,2024-07-19 14:22:35,Secunderabad
T318980,U104703,M201563,62.02,AutoPay,Success,P2M,2024-01-09 13:23:54,Tinsukia
T318981,U105131,M200498,92.71,Intent,Success,P2M,2024-03-18 19:22:25,Srikakulam
T318982,U101539,M200005,437.02,QR Code,Success,P2M,2024-07-05 00:08:36,Kharagpur
T318983,U103433,M201340,806.44,QR Code,Success,P2P,2024-08-16 23:59:28,Mahbubnagar
T318984,U104953,M201797,13.17,AutoPay,Success,P2P,2024-10-18 23:02:41,Guwahati
T318985,U101602,M201253,286.56,AutoPay,Success,P2P,2024-11-27 06:15:16,Guntur
T318986,U102704,M201145,2417.53,AutoPay,Success,P2P,2024-08-02 05:54:32,Chandigarh
T318987,U105064,M201518,725.67,Intent,Success,P2P,2024-08-15 03:14:10,Pimpri-Chinchwad
